address,age_years,last_service_years_ago,seasonality,risk_score,recommended_action
1819.0,77,6,Summer,7,Monitor
2796.0,105,6,Autumn,2,Routine
328.0,14,8,Summer,6,Monitor
11.0,30,5,Summer,2,Routine
76.0,44,0,Autumn,9,Immediate Action
1753.0,84,7,Spring,2,Routine
32.0,37,3,Summer,3,Routine
2474.0,80,4,Autumn,9,Immediate Action
1248.0,62,0,Winter,5,Monitor
76.0,96,7,Autumn,5,Monitor
1737.0,74,5,Winter,1,Routine
1505.0,70,5,Autumn,6,Monitor
2796.0,78,5,Spring,2,Routine
2796.0,116,8,Winter,4,Routine
54.0,47,2,Winter,6,Monitor
2668.0,67,0,Winter,1,Routine
1850.0,105,6,Winter,4,Routine
1737.0,49,7,Summer,5,Monitor
979.0,8,4,Spring,5,Monitor
1850.0,91,6,Spring,1,Routine
979.0,48,8,Autumn,2,Routine
916.0,63,0,Spring,7,Monitor
1521.0,113,0,Autumn,3,Routine
984.0,74,9,Winter,5,Monitor
979.0,46,3,Winter,9,Immediate Action
516.0,117,8,Autumn,2,Routine
1533.0,53,8,Summer,1,Routine
2214.0,39,7,Spring,2,Routine
1237.0,79,7,Spring,8,Immediate Action
1036.0,61,8,Summer,5,Monitor
2641.0,110,4,Winter,7,Monitor
1370.0,39,0,Autumn,1,Routine
1370.0,17,1,Spring,7,Monitor
1414.0,115,4,Winter,5,Monitor
2702.0,113,3,Autumn,9,Immediate Action
2598.0,59,8,Summer,4,Routine
303.0,45,1,Winter,6,Monitor
1861.0,33,7,Spring,2,Routine
2200.0,101,7,Spring,8,Immediate Action
2642.0,109,8,Spring,4,Routine
2642.0,84,2,Winter,6,Monitor
220.0,117,9,Spring,7,Monitor
1742.0,27,7,Winter,1,Routine
1526.0,88,5,Summer,6,Monitor
1941.0,59,5,Spring,3,Routine
2519.0,62,7,Winter,3,Routine
1289.0,80,7,Spring,7,Monitor
2075.0,89,0,Summer,1,Routine
411.0,31,3,Autumn,2,Routine
415.0,29,7,Winter,7,Monitor
281.0,90,0,Spring,8,Immediate Action
992.0,10,3,Autumn,4,Routine
43.0,22,8,Summer,3,Routine
2223.0,110,9,Spring,3,Routine
657.0,80,6,Autumn,8,Immediate Action
2453.0,59,3,Summer,8,Immediate Action
17.0,17,6,Spring,9,Immediate Action
193.0,16,6,Autumn,5,Monitor
1785.0,116,9,Winter,2,Routine
1024.0,8,0,Winter,5,Monitor
1867.0,53,2,Summer,6,Monitor
2080.0,23,8,Summer,8,Immediate Action
533.0,6,9,Autumn,5,Monitor
17.0,12,8,Autumn,2,Routine
1197.0,84,6,Autumn,4,Routine
2802.0,62,2,Winter,4,Routine
397.0,6,8,Summer,1,Routine
1402.0,119,3,Summer,3,Routine
1504.0,7,3,Summer,6,Monitor
2501.0,78,2,Autumn,3,Routine
2185.0,60,8,Spring,8,Immediate Action
2216.0,87,8,Winter,7,Monitor
211.0,107,9,Spring,2,Routine
335.0,95,9,Summer,4,Routine
1516.0,116,8,Spring,5,Monitor
1803.0,57,2,Spring,1,Routine
1901.0,115,4,Spring,5,Monitor
1768.0,88,9,Winter,8,Immediate Action
2126.0,77,3,Autumn,9,Immediate Action
1942.0,32,8,Winter,2,Routine
2069.0,86,7,Winter,9,Immediate Action
2800.0,115,5,Autumn,4,Routine
1055.0,65,3,Autumn,3,Routine
1676.0,109,9,Spring,7,Monitor
2525.0,84,1,Autumn,3,Routine
207.0,45,5,Winter,1,Routine
2714.0,29,6,Autumn,2,Routine
396.0,111,1,Autumn,2,Routine
84.0,81,3,Summer,9,Immediate Action
823.0,75,6,Winter,5,Monitor
2709.0,117,4,Spring,7,Monitor
2665.0,101,6,Spring,1,Routine
1523.0,82,1,Spring,4,Routine
1665.0,34,6,Summer,1,Routine
2797.0,104,9,Spring,6,Monitor
1939.0,96,8,Summer,5,Monitor
651.0,96,1,Autumn,8,Immediate Action
1670.0,88,5,Summer,3,Routine
2227.0,115,8,Autumn,5,Monitor
1952.0,101,2,Winter,8,Immediate Action
1411.0,16,7,Spring,8,Immediate Action
2329.0,38,3,Spring,2,Routine
216.0,77,2,Summer,9,Immediate Action
2674.0,38,0,Summer,5,Monitor
2683.0,77,5,Spring,5,Monitor
456.0,5,9,Summer,9,Immediate Action
1142.0,76,7,Spring,6,Monitor
2675.0,99,1,Summer,4,Routine
1630.0,119,3,Winter,7,Monitor
2596.0,116,6,Summer,8,Immediate Action
2596.0,17,3,Spring,7,Monitor
549.0,73,0,Spring,3,Routine
2407.0,113,9,Winter,8,Immediate Action
545.0,108,0,Autumn,1,Routine
1934.0,67,2,Summer,1,Routine
2798.0,18,4,Autumn,9,Immediate Action
978.0,97,1,Spring,8,Immediate Action
2797.0,103,0,Autumn,8,Immediate Action
1502.0,61,8,Autumn,4,Routine
2554.0,50,5,Autumn,2,Routine
766.0,95,0,Spring,1,Routine
1514.0,65,9,Autumn,9,Immediate Action
1897.0,18,4,Summer,8,Immediate Action
2334.0,80,7,Summer,8,Immediate Action
1386.0,34,8,Spring,6,Monitor
332.0,55,0,Winter,3,Routine
1859.0,84,7,Summer,5,Monitor
1860.0,104,4,Summer,3,Routine
2556.0,70,7,Spring,9,Immediate Action
1118.0,53,0,Winter,7,Monitor
777.0,61,7,Spring,5,Monitor
2408.0,33,1,Winter,9,Immediate Action
795.0,72,3,Spring,3,Routine
819.0,85,9,Spring,1,Routine
1181.0,42,8,Winter,7,Monitor
1686.0,77,0,Spring,1,Routine
1758.0,35,0,Summer,3,Routine
1662.0,102,6,Autumn,8,Immediate Action
2572.0,26,0,Winter,3,Routine
347.0,85,8,Winter,3,Routine
664.0,30,5,Spring,4,Routine
664.0,71,6,Winter,7,Monitor
664.0,93,2,Autumn,7,Monitor
1184.0,77,8,Summer,8,Immediate Action
821.0,106,8,Autumn,9,Immediate Action
178.0,63,7,Summer,3,Routine
320.0,5,2,Winter,3,Routine
1961.0,19,9,Autumn,2,Routine
1362.0,7,9,Spring,6,Monitor
2328.0,19,2,Summer,1,Routine
1091.0,115,5,Summer,2,Routine
1770.0,81,9,Autumn,2,Routine
225.0,96,6,Winter,9,Immediate Action
1092.0,69,7,Winter,1,Routine
1517.0,49,9,Autumn,3,Routine
177.0,34,8,Spring,3,Routine
1121.0,41,6,Spring,3,Routine
2826.0,64,2,Winter,7,Monitor
2434.0,30,9,Autumn,1,Routine
2259.0,79,1,Summer,9,Immediate Action
155.0,40,2,Summer,4,Routine
1276.0,41,0,Autumn,9,Immediate Action
176.0,41,6,Spring,6,Monitor
327.0,88,2,Spring,4,Routine
176.0,57,5,Winter,4,Routine
1197.0,38,9,Autumn,6,Monitor
1640.0,41,5,Winter,5,Monitor
799.0,30,0,Spring,9,Immediate Action
466.0,57,1,Summer,3,Routine
1031.0,76,7,Autumn,5,Monitor
1638.0,114,2,Autumn,9,Immediate Action
519.0,26,4,Winter,1,Routine
1625.0,51,6,Winter,2,Routine
2704.0,43,2,Winter,5,Monitor
562.0,95,9,Winter,1,Routine
1254.0,81,6,Spring,7,Monitor
2218.0,28,8,Winter,2,Routine
241.0,36,8,Summer,7,Monitor
286.0,28,6,Spring,1,Routine
425.0,38,8,Summer,8,Immediate Action
1701.0,117,7,Winter,1,Routine
904.0,89,8,Spring,5,Monitor
373.0,72,8,Summer,3,Routine
2309.0,38,0,Spring,3,Routine
1806.0,63,4,Summer,5,Monitor
963.0,14,8,Winter,4,Routine
1290.0,18,7,Winter,8,Immediate Action
2348.0,52,8,Summer,8,Immediate Action
8.0,89,6,Spring,4,Routine
1383.0,47,7,Summer,4,Routine
2349.0,110,8,Autumn,7,Monitor
1877.0,100,8,Summer,7,Monitor
1847.0,33,1,Autumn,5,Monitor
2339.0,117,8,Summer,5,Monitor
2235.0,80,7,Autumn,6,Monitor
560.0,35,6,Spring,4,Routine
135.0,13,4,Summer,3,Routine
175.0,24,6,Winter,5,Monitor
558.0,83,6,Summer,7,Monitor
1241.0,102,4,Winter,5,Monitor
2285.0,14,7,Summer,8,Immediate Action
2491.0,72,2,Spring,5,Monitor
2854.0,8,2,Summer,3,Routine
2669.0,10,5,Spring,2,Routine
170.0,24,3,Winter,7,Monitor
2513.0,37,5,Spring,6,Monitor
1887.0,115,5,Autumn,3,Routine
2839.0,36,3,Spring,5,Monitor
955.0,115,6,Summer,4,Routine
1067.0,75,7,Autumn,7,Monitor
1262.0,86,5,Autumn,9,Immediate Action
374.0,98,0,Summer,8,Immediate Action
601.0,30,9,Summer,3,Routine
238.0,29,6,Winter,6,Monitor
395.0,42,3,Summer,7,Monitor
33.0,52,2,Autumn,6,Monitor
719.0,43,1,Autumn,1,Routine
2853.0,90,8,Winter,1,Routine
2331.0,81,8,Spring,9,Immediate Action
782.0,100,2,Autumn,8,Immediate Action
2210.0,17,1,Autumn,9,Immediate Action
476.0,32,2,Winter,9,Immediate Action
756.0,37,9,Autumn,5,Monitor
384.0,28,7,Autumn,7,Monitor
2500.0,26,0,Winter,6,Monitor
1773.0,81,9,Summer,2,Routine
2579.0,102,6,Winter,4,Routine
1862.0,17,7,Summer,7,Monitor
232.0,19,3,Autumn,5,Monitor
2402.0,70,0,Autumn,2,Routine
1853.0,5,1,Autumn,7,Monitor
42.0,93,5,Winter,5,Monitor
1398.0,78,8,Autumn,5,Monitor
1743.0,110,1,Winter,5,Monitor
2557.0,50,8,Summer,3,Routine
561.0,18,1,Winter,3,Routine
2766.0,87,2,Summer,2,Routine
1371.0,28,7,Winter,5,Monitor
180.0,45,6,Summer,8,Immediate Action
2572.0,40,0,Autumn,5,Monitor
972.0,94,8,Spring,8,Immediate Action
208.0,44,3,Autumn,8,Immediate Action
739.0,84,6,Winter,8,Immediate Action
318.0,29,5,Summer,2,Routine
789.0,39,5,Autumn,4,Routine
2167.0,38,1,Summer,3,Routine
1834.0,90,5,Summer,7,Monitor
1641.0,86,7,Autumn,3,Routine
450.0,66,3,Winter,7,Monitor
2410.0,78,4,Summer,5,Monitor
1721.0,30,8,Autumn,9,Immediate Action
1761.0,110,1,Spring,5,Monitor
1226.0,93,2,Winter,7,Monitor
91.0,57,7,Summer,8,Immediate Action
781.0,93,1,Spring,3,Routine
2226.0,82,2,Autumn,3,Routine
1593.0,41,8,Winter,8,Immediate Action
294.0,22,9,Spring,8,Immediate Action
1525.0,30,9,Summer,3,Routine
602.0,49,5,Autumn,3,Routine
1127.0,52,4,Autumn,6,Monitor
2684.0,69,5,Winter,6,Monitor
1021.0,37,0,Spring,9,Immediate Action
1489.0,9,4,Summer,6,Monitor
208.0,15,5,Spring,3,Routine
2347.0,5,5,Autumn,6,Monitor
391.0,55,1,Winter,2,Routine
1747.0,92,9,Winter,2,Routine
100.0,54,9,Spring,1,Routine
802.0,66,5,Spring,3,Routine
1528.0,88,5,Winter,3,Routine
1065.0,89,6,Autumn,9,Immediate Action
93.0,18,3,Winter,8,Immediate Action
337.0,46,5,Autumn,2,Routine
1997.0,69,5,Spring,4,Routine
1863.0,40,2,Autumn,8,Immediate Action
168.0,11,0,Summer,5,Monitor
1524.0,24,8,Autumn,7,Monitor
2467.0,108,3,Spring,2,Routine
138.0,16,4,Summer,6,Monitor
1947.0,60,7,Autumn,3,Routine
225.0,68,4,Summer,7,Monitor
1178.0,14,8,Summer,2,Routine
849.0,83,5,Autumn,6,Monitor
2053.0,15,5,Autumn,1,Routine
1003.0,74,9,Winter,2,Routine
533.0,50,0,Autumn,9,Immediate Action
1868.0,99,1,Autumn,5,Monitor
565.0,93,9,Summer,5,Monitor
225.0,72,2,Autumn,8,Immediate Action
442.0,14,0,Spring,2,Routine
202.0,28,0,Winter,2,Routine
1358.0,73,0,Summer,2,Routine
202.0,27,4,Spring,8,Immediate Action
1233.0,31,5,Winter,6,Monitor
1374.0,64,8,Spring,5,Monitor
1139.0,56,3,Autumn,8,Immediate Action
214.0,28,9,Winter,6,Monitor
363.0,87,5,Winter,7,Monitor
1020.0,7,2,Autumn,6,Monitor
638.0,101,1,Spring,9,Immediate Action
1032.0,118,0,Spring,3,Routine
292.0,47,7,Summer,8,Immediate Action
2028.0,41,5,Autumn,8,Immediate Action
2463.0,68,6,Summer,5,Monitor
2554.0,23,9,Summer,6,Monitor
1042.0,44,0,Autumn,6,Monitor
2512.0,9,5,Summer,1,Routine
2253.0,93,3,Spring,1,Routine
1384.0,109,7,Spring,5,Monitor
790.0,108,1,Spring,1,Routine
2869.0,43,9,Spring,9,Immediate Action
973.0,110,7,Autumn,9,Immediate Action
219.0,28,9,Autumn,3,Routine
394.0,111,6,Autumn,2,Routine
254.0,92,8,Spring,9,Immediate Action
317.0,100,7,Autumn,9,Immediate Action
1804.0,31,1,Autumn,6,Monitor
646.0,114,7,Summer,7,Monitor
558.0,73,1,Winter,9,Immediate Action
643.0,52,7,Spring,7,Monitor
2799.0,42,6,Summer,3,Routine
117.0,29,8,Summer,5,Monitor
1759.0,61,9,Autumn,2,Routine
987.0,26,1,Spring,7,Monitor
2595.0,73,2,Summer,3,Routine
1467.0,42,1,Spring,4,Routine
1520.0,79,2,Summer,2,Routine
1945.0,46,6,Summer,2,Routine
1542.0,37,8,Autumn,4,Routine
2607.0,25,7,Spring,9,Immediate Action
1339.0,55,0,Winter,1,Routine
1180.0,79,8,Winter,4,Routine
2218.0,108,5,Summer,8,Immediate Action
1657.0,115,5,Autumn,6,Monitor
56.0,113,9,Spring,2,Routine
1034.0,60,6,Autumn,8,Immediate Action
417.0,91,6,Summer,9,Immediate Action
2424.0,103,7,Spring,8,Immediate Action
1888.0,24,3,Spring,7,Monitor
2047.0,9,7,Winter,3,Routine
2806.0,31,2,Spring,4,Routine
2204.0,26,0,Spring,6,Monitor
1590.0,36,8,Spring,7,Monitor
474.0,58,2,Spring,3,Routine
488.0,64,0,Winter,2,Routine
62.0,44,8,Winter,5,Monitor
2566.0,25,5,Winter,6,Monitor
2224.0,53,6,Summer,8,Immediate Action
137.0,76,2,Spring,3,Routine
846.0,101,7,Summer,5,Monitor
2067.0,72,7,Spring,5,Monitor
1372.0,64,3,Spring,1,Routine
1372.0,50,5,Autumn,9,Immediate Action
1372.0,60,4,Summer,4,Routine
1252.0,70,3,Summer,5,Monitor
1069.0,118,7,Spring,1,Routine
348.0,60,9,Spring,8,Immediate Action
2340.0,114,4,Spring,2,Routine
845.0,40,7,Autumn,1,Routine
1883.0,37,6,Summer,1,Routine
140.0,86,1,Spring,6,Monitor
1169.0,42,6,Winter,8,Immediate Action
2217.0,105,6,Autumn,4,Routine
2632.0,16,3,Summer,5,Monitor
1338.0,71,2,Spring,3,Routine
2511.0,55,5,Autumn,1,Routine
2511.0,109,2,Autumn,6,Monitor
409.0,16,2,Summer,9,Immediate Action
834.0,59,4,Spring,6,Monitor
468.0,17,2,Spring,6,Monitor
2488.0,86,3,Winter,5,Monitor
198.0,25,5,Autumn,5,Monitor
2211.0,73,8,Summer,9,Immediate Action
2591.0,99,0,Spring,7,Monitor
2285.0,37,8,Spring,1,Routine
372.0,34,8,Summer,6,Monitor
1675.0,104,1,Winter,3,Routine
1195.0,107,7,Spring,1,Routine
1379.0,119,3,Summer,5,Monitor
2418.0,84,6,Winter,2,Routine
525.0,67,7,Spring,1,Routine
999.0,57,1,Summer,9,Immediate Action
70.0,18,7,Autumn,5,Monitor
681.0,5,9,Autumn,1,Routine
1817.0,116,6,Spring,7,Monitor
1927.0,7,0,Winter,7,Monitor
1923.0,26,9,Summer,1,Routine
22.0,82,2,Spring,6,Monitor
1757.0,105,5,Winter,9,Immediate Action
754.0,49,4,Summer,1,Routine
2356.0,96,8,Winter,4,Routine
85.0,100,8,Spring,3,Routine
1165.0,31,5,Winter,8,Immediate Action
2326.0,78,8,Summer,7,Monitor
2.0,101,1,Summer,4,Routine
2590.0,64,3,Spring,2,Routine
1541.0,16,7,Summer,2,Routine
2776.0,111,3,Summer,7,Monitor
1557.0,59,9,Autumn,7,Monitor
1073.0,59,2,Spring,1,Routine
249.0,114,8,Winter,8,Immediate Action
974.0,59,7,Spring,2,Routine
1836.0,20,7,Spring,7,Monitor
2485.0,8,4,Winter,6,Monitor
1180.0,19,1,Summer,3,Routine
1797.0,115,1,Spring,6,Monitor
2712.0,105,9,Autumn,6,Monitor
563.0,22,6,Autumn,6,Monitor
355.0,116,9,Winter,9,Immediate Action
250.0,71,2,Autumn,1,Routine
2696.0,11,5,Autumn,1,Routine
2266.0,44,0,Summer,8,Immediate Action
1740.0,53,2,Spring,3,Routine
2354.0,79,8,Spring,6,Monitor
2813.0,11,7,Spring,3,Routine
144.0,55,1,Winter,6,Monitor
2201.0,10,4,Winter,2,Routine
279.0,103,4,Autumn,3,Routine
482.0,114,2,Winter,3,Routine
1595.0,15,8,Summer,5,Monitor
182.0,71,5,Spring,7,Monitor
2551.0,25,4,Winter,4,Routine
2588.0,78,2,Summer,8,Immediate Action
2677.0,14,5,Autumn,9,Immediate Action
2394.0,115,2,Summer,9,Immediate Action
222.0,64,3,Winter,6,Monitor
2848.0,77,9,Spring,2,Routine
1257.0,26,3,Spring,7,Monitor
330.0,47,2,Autumn,8,Immediate Action
1389.0,59,7,Spring,4,Routine
806.0,85,5,Summer,3,Routine
280.0,98,2,Autumn,8,Immediate Action
1842.0,112,5,Spring,4,Routine
1842.0,88,1,Spring,9,Immediate Action
1842.0,33,3,Winter,5,Monitor
1842.0,24,0,Summer,1,Routine
2801.0,106,0,Autumn,7,Monitor
1851.0,67,9,Autumn,7,Monitor
1399.0,25,1,Winter,7,Monitor
2655.0,30,5,Spring,9,Immediate Action
566.0,45,8,Summer,5,Monitor
363.0,54,1,Winter,2,Routine
2811.0,35,9,Summer,4,Routine
1546.0,76,5,Winter,2,Routine
282.0,103,3,Winter,2,Routine
295.0,39,1,Spring,8,Immediate Action
1390.0,102,6,Autumn,2,Routine
2452.0,28,9,Summer,2,Routine
315.0,25,2,Winter,1,Routine
674.0,106,1,Spring,5,Monitor
2791.0,103,2,Winter,8,Immediate Action
2213.0,8,6,Autumn,1,Routine
14.0,117,5,Summer,3,Routine
825.0,35,9,Autumn,4,Routine
285.0,90,5,Winter,6,Monitor
310.0,67,7,Winter,4,Routine
767.0,19,8,Summer,6,Monitor
333.0,9,2,Winter,3,Routine
342.0,85,1,Winter,7,Monitor
2832.0,73,4,Autumn,2,Routine
1554.0,37,9,Autumn,2,Routine
2121.0,102,6,Spring,4,Routine
1189.0,42,1,Winter,8,Immediate Action
2125.0,113,1,Autumn,4,Routine
784.0,46,9,Summer,5,Monitor
437.0,116,5,Autumn,6,Monitor
1726.0,70,1,Autumn,7,Monitor
2499.0,95,6,Autumn,9,Immediate Action
487.0,93,7,Autumn,7,Monitor
1937.0,75,4,Winter,4,Routine
1854.0,14,8,Winter,3,Routine
1089.0,55,7,Summer,6,Monitor
509.0,88,6,Winter,5,Monitor
2664.0,64,7,Summer,4,Routine
721.0,7,4,Winter,1,Routine
1519.0,42,1,Autumn,1,Routine
234.0,86,2,Spring,7,Monitor
856.0,45,3,Summer,4,Routine
1403.0,41,2,Winter,8,Immediate Action
779.0,80,0,Summer,7,Monitor
1951.0,16,9,Spring,3,Routine
1513.0,52,9,Summer,4,Routine
2099.0,39,8,Summer,3,Routine
2023.0,111,0,Spring,9,Immediate Action
2573.0,19,4,Winter,7,Monitor
410.0,33,7,Summer,1,Routine
2256.0,25,2,Autumn,2,Routine
1668.0,40,4,Winter,7,Monitor
161.0,77,5,Winter,1,Routine
316.0,100,8,Spring,2,Routine
329.0,70,0,Autumn,6,Monitor
1413.0,21,9,Summer,8,Immediate Action
663.0,29,2,Spring,2,Routine
966.0,99,3,Summer,2,Routine
136.0,88,0,Winter,7,Monitor
2094.0,19,4,Autumn,9,Immediate Action
172.0,31,5,Summer,2,Routine
801.0,93,2,Autumn,7,Monitor
518.0,41,9,Summer,6,Monitor
2763.0,79,6,Summer,7,Monitor
2083.0,117,5,Winter,5,Monitor
1508.0,63,1,Spring,7,Monitor
2486.0,45,3,Autumn,4,Routine
2048.0,69,3,Autumn,2,Routine
1608.0,43,1,Summer,5,Monitor
1824.0,49,8,Winter,6,Monitor
597.0,91,7,Summer,1,Routine
1946.0,32,1,Summer,7,Monitor
200.0,6,0,Summer,9,Immediate Action
715.0,113,0,Winter,3,Routine
31.0,56,0,Spring,7,Monitor
353.0,44,7,Autumn,7,Monitor
654.0,58,2,Spring,4,Routine
10.0,18,3,Winter,9,Immediate Action
1075.0,115,0,Spring,3,Routine
71.0,44,3,Winter,6,Monitor
366.0,12,7,Summer,3,Routine
2051.0,114,9,Summer,5,Monitor
2711.0,41,7,Summer,7,Monitor
1741.0,49,7,Winter,1,Routine
2436.0,89,0,Autumn,9,Immediate Action
1837.0,87,6,Autumn,4,Routine
660.0,94,6,Autumn,3,Routine
1584.0,106,0,Summer,3,Routine
1668.0,36,4,Winter,8,Immediate Action
80.0,84,6,Spring,1,Routine
2350.0,5,7,Summer,4,Routine
2258.0,114,5,Autumn,7,Monitor
1497.0,119,5,Autumn,3,Routine
1124.0,103,9,Summer,2,Routine
2659.0,30,3,Summer,7,Monitor
34.0,52,0,Winter,1,Routine
35.0,43,4,Winter,7,Monitor
1589.0,34,0,Autumn,3,Routine
1832.0,60,4,Summer,1,Routine
86.0,82,5,Spring,3,Routine
2687.0,15,6,Winter,9,Immediate Action
232.0,88,7,Spring,3,Routine
319.0,82,0,Winter,5,Monitor
2385.0,97,2,Summer,5,Monitor
2469.0,118,9,Spring,4,Routine
1981.0,50,3,Winter,2,Routine
2351.0,102,9,Spring,4,Routine
645.0,34,9,Autumn,4,Routine
2858.0,77,5,Winter,9,Immediate Action
1225.0,58,2,Winter,6,Monitor
1022.0,49,0,Winter,4,Routine
1652.0,59,1,Summer,1,Routine
1812.0,113,7,Winter,9,Immediate Action
2492.0,106,6,Spring,3,Routine
1668.0,85,9,Winter,9,Immediate Action
1668.0,16,8,Autumn,7,Monitor
1718.0,63,3,Autumn,8,Immediate Action
2154.0,83,4,Winter,2,Routine
2154.0,46,5,Winter,8,Immediate Action
2517.0,25,6,Summer,4,Routine
1962.0,91,9,Autumn,7,Monitor
785.0,20,5,Spring,7,Monitor
2014.0,32,1,Autumn,5,Monitor
2131.0,100,8,Spring,2,Routine
891.0,24,3,Winter,6,Monitor
517.0,79,0,Winter,3,Routine
1610.0,98,4,Winter,9,Immediate Action
937.0,91,4,Autumn,4,Routine
1801.0,108,2,Autumn,6,Monitor
296.0,20,1,Spring,1,Routine
567.0,54,4,Summer,1,Routine
5.0,37,8,Summer,9,Immediate Action
2353.0,53,5,Summer,2,Routine
981.0,82,1,Autumn,6,Monitor
1179.0,13,3,Summer,2,Routine
1253.0,31,4,Winter,6,Monitor
2503.0,51,0,Winter,5,Monitor
2473.0,28,3,Autumn,6,Monitor
375.0,100,3,Autumn,6,Monitor
2230.0,87,4,Winter,5,Monitor
1224.0,31,9,Summer,2,Routine
362.0,49,7,Spring,4,Routine
1731.0,82,7,Summer,1,Routine
1685.0,38,8,Spring,6,Monitor
2569.0,14,3,Spring,9,Immediate Action
2010.0,115,8,Winter,4,Routine
2009.0,5,2,Summer,8,Immediate Action
2007.0,48,3,Winter,2,Routine
1969.0,38,1,Summer,8,Immediate Action
2008.0,112,9,Winter,4,Routine
2011.0,103,0,Autumn,6,Monitor
2012.0,68,9,Spring,2,Routine
2006.0,12,7,Autumn,8,Immediate Action
2650.0,30,4,Summer,5,Monitor
116.0,77,9,Autumn,9,Immediate Action
768.0,95,3,Autumn,9,Immediate Action
1009.0,34,5,Winter,5,Monitor
1273.0,56,9,Autumn,9,Immediate Action
143.0,64,8,Spring,9,Immediate Action
829.0,9,1,Spring,3,Routine
2159.0,72,6,Autumn,3,Routine
1739.0,54,0,Winter,2,Routine
2689.0,82,7,Winter,8,Immediate Action
2157.0,63,6,Summer,2,Routine
2392.0,93,3,Summer,2,Routine
1337.0,58,5,Spring,6,Monitor
1809.0,28,0,Summer,5,Monitor
2471.0,53,2,Spring,6,Monitor
2017.0,79,6,Winter,7,Monitor
2281.0,104,9,Winter,8,Immediate Action
445.0,13,8,Summer,5,Monitor
1775.0,93,5,Summer,5,Monitor
1412.0,56,9,Spring,5,Monitor
2493.0,54,5,Winter,6,Monitor
2610.0,45,4,Spring,7,Monitor
1488.0,114,1,Winter,6,Monitor
535.0,68,1,Spring,9,Immediate Action
2110.0,12,1,Spring,7,Monitor
1949.0,21,1,Summer,4,Routine
1966.0,81,4,Autumn,7,Monitor
1892.0,48,1,Winter,2,Routine
1925.0,55,2,Winter,6,Monitor
1475.0,37,3,Spring,8,Immediate Action
2851.0,109,9,Winter,1,Routine
1387.0,100,6,Winter,2,Routine
1618.0,84,9,Spring,5,Monitor
304.0,85,0,Spring,5,Monitor
2762.0,8,4,Autumn,9,Immediate Action
1193.0,107,9,Summer,8,Immediate Action
2081.0,6,9,Autumn,5,Monitor
352.0,81,8,Winter,5,Monitor
708.0,63,4,Spring,9,Immediate Action
1527.0,12,8,Spring,7,Monitor
444.0,69,9,Autumn,3,Routine
2198.0,43,8,Winter,1,Routine
1352.0,80,2,Spring,3,Routine
1810.0,51,0,Summer,7,Monitor
440.0,69,7,Spring,3,Routine
210.0,29,4,Autumn,1,Routine
2284.0,51,0,Spring,4,Routine
2772.0,10,7,Spring,5,Monitor
1131.0,100,3,Autumn,8,Immediate Action
419.0,19,1,Winter,8,Immediate Action
1117.0,69,4,Spring,2,Routine
2013.0,33,3,Spring,6,Monitor
495.0,108,9,Autumn,3,Routine
367.0,108,7,Winter,6,Monitor
1058.0,108,6,Summer,9,Immediate Action
2541.0,11,4,Summer,5,Monitor
1480.0,36,3,Summer,6,Monitor
1476.0,56,8,Summer,9,Immediate Action
306.0,87,4,Summer,6,Monitor
1991.0,10,9,Spring,9,Immediate Action
1249.0,10,1,Winter,6,Monitor
889.0,83,4,Winter,4,Routine
661.0,64,7,Winter,4,Routine
2563.0,100,6,Spring,7,Monitor
1587.0,97,8,Autumn,7,Monitor
2156.0,94,5,Spring,4,Routine
1174.0,23,1,Spring,1,Routine
2299.0,42,9,Summer,8,Immediate Action
2663.0,45,5,Summer,8,Immediate Action
1351.0,74,3,Summer,3,Routine
2265.0,67,8,Winter,3,Routine
145.0,112,8,Autumn,9,Immediate Action
145.0,99,6,Autumn,5,Monitor
2249.0,100,6,Summer,1,Routine
920.0,104,1,Spring,2,Routine
1242.0,77,3,Summer,3,Routine
2495.0,71,2,Summer,4,Routine
921.0,39,9,Summer,5,Monitor
920.0,59,8,Autumn,8,Immediate Action
921.0,83,4,Spring,6,Monitor
716.0,71,0,Spring,7,Monitor
89.0,83,8,Spring,4,Routine
1986.0,107,6,Winter,8,Immediate Action
457.0,65,7,Winter,9,Immediate Action
1646.0,54,5,Winter,2,Routine
2667.0,100,9,Autumn,7,Monitor
921.0,63,4,Spring,5,Monitor
390.0,115,9,Winter,7,Monitor
2443.0,44,6,Spring,8,Immediate Action
921.0,91,9,Winter,7,Monitor
2175.0,6,8,Summer,4,Routine
735.0,119,1,Winter,5,Monitor
824.0,69,2,Winter,1,Routine
982.0,35,7,Winter,8,Immediate Action
2304.0,117,0,Spring,9,Immediate Action
735.0,18,7,Spring,6,Monitor
921.0,108,8,Autumn,7,Monitor
2262.0,33,7,Summer,9,Immediate Action
921.0,13,3,Summer,5,Monitor
735.0,56,6,Summer,4,Routine
1000.0,115,3,Winter,2,Routine
2561.0,85,2,Autumn,7,Monitor
1057.0,50,6,Spring,5,Monitor
457.0,27,4,Winter,8,Immediate Action
1706.0,118,3,Spring,7,Monitor
896.0,75,6,Winter,4,Routine
186.0,53,8,Spring,4,Routine
38.0,5,8,Winter,1,Routine
2403.0,49,3,Spring,2,Routine
1144.0,51,4,Spring,3,Routine
735.0,25,7,Winter,4,Routine
2303.0,63,8,Summer,3,Routine
527.0,54,8,Summer,1,Routine
