property_id,address,age_years,construction_type,last_service_years_ago,seasonality
2794.0,2794.0,106,Edwardian Stone,3,Spring
11.0,11.0,49,Modern Timber Frame,0,Winter
76.0,76.0,64,Victorian Brick,8,Summer
1850.0,1850.0,61,Edwardian Stone,9,Autumn
1850.0,1850.0,68,Victorian Brick,1,Winter
1850.0,1850.0,35,Edwardian Stone,4,Winter
1737.0,1737.0,87,Modern Timber Frame,0,Summer
1850.0,1850.0,73,Edwardian Stone,4,Winter
2094.0,2094.0,12,Victorian Brick,6,Summer
599.0,599.0,74,Victorian Brick,2,Spring
1370.0,1370.0,57,Edwardian Stone,7,Summer
923.0,923.0,111,Edwardian Stone,2,Spring
640.0,640.0,57,Edwardian Stone,0,Summer
1109.0,1109.0,46,Post-War Concrete,1,Winter
2796.0,2796.0,73,Post-War Concrete,0,Autumn
2796.0,2796.0,29,Edwardian Stone,2,Spring
2386.0,2386.0,51,Victorian Brick,3,Autumn
2217.0,2217.0,39,Post-War Concrete,4,Summer
1990.0,1990.0,88,Edwardian Stone,5,Autumn
2482.0,2482.0,59,Edwardian Stone,9,Spring
2587.0,2587.0,93,Victorian Brick,1,Winter
1404.0,1404.0,107,Victorian Brick,0,Spring
1503.0,1503.0,33,Modern Timber Frame,7,Autumn
1720.0,1720.0,54,Victorian Brick,5,Summer
2241.0,2241.0,13,Post-War Concrete,6,Spring
1060.0,1060.0,27,Modern Timber Frame,3,Autumn
1368.0,1368.0,52,Post-War Concrete,9,Autumn
1709.0,1709.0,42,Post-War Concrete,6,Winter
503.0,503.0,99,Edwardian Stone,0,Winter
1545.0,1545.0,26,Post-War Concrete,1,Summer
1555.0,1555.0,55,Victorian Brick,8,Winter
2481.0,2481.0,101,Edwardian Stone,1,Summer
936.0,936.0,37,Post-War Concrete,5,Spring
773.0,773.0,64,Victorian Brick,1,Spring
1658.0,1658.0,94,Edwardian Stone,1,Winter
2217.0,2217.0,101,Modern Timber Frame,8,Summer
2617.0,2617.0,50,Modern Timber Frame,9,Spring
1715.0,1715.0,22,Victorian Brick,6,Autumn
2332.0,2332.0,25,Victorian Brick,4,Spring
2859.0,2859.0,93,Post-War Concrete,1,Winter
1038.0,1038.0,18,Modern Timber Frame,6,Winter
1007.0,1007.0,34,Modern Timber Frame,8,Winter
1990.0,1990.0,74,Post-War Concrete,2,Autumn
1963.0,1963.0,85,Modern Timber Frame,2,Spring
1578.0,1578.0,84,Post-War Concrete,0,Winter
414.0,414.0,71,Modern Timber Frame,2,Spring
235.0,235.0,83,Edwardian Stone,9,Summer
2197.0,2197.0,54,Post-War Concrete,7,Winter
647.0,647.0,66,Post-War Concrete,3,Summer
2609.0,2609.0,50,Victorian Brick,9,Summer
559.0,559.0,101,Edwardian Stone,3,Winter
1814.0,1814.0,83,Victorian Brick,5,Summer
1161.0,1161.0,8,Modern Timber Frame,9,Summer
1818.0,1818.0,80,Post-War Concrete,1,Spring
1043.0,1043.0,13,Post-War Concrete,8,Spring
564.0,564.0,58,Victorian Brick,3,Spring
117.0,117.0,99,Edwardian Stone,4,Winter
2346.0,2346.0,36,Modern Timber Frame,6,Winter
637.0,637.0,56,Edwardian Stone,1,Summer
1556.0,1556.0,39,Post-War Concrete,9,Autumn
885.0,885.0,35,Victorian Brick,0,Autumn
2419.0,2419.0,113,Post-War Concrete,4,Spring
1600.0,1600.0,45,Modern Timber Frame,9,Autumn
205.0,205.0,108,Modern Timber Frame,6,Summer
2553.0,2553.0,21,Modern Timber Frame,3,Winter
2823.0,2823.0,34,Victorian Brick,8,Spring
1868.0,1868.0,99,Victorian Brick,4,Spring
1355.0,1355.0,80,Victorian Brick,6,Autumn
1535.0,1535.0,31,Modern Timber Frame,8,Winter
991.0,991.0,58,Edwardian Stone,2,Summer
774.0,774.0,102,Edwardian Stone,4,Winter
762.0,762.0,107,Victorian Brick,6,Spring
1763.0,1763.0,21,Edwardian Stone,4,Spring
1744.0,1744.0,90,Victorian Brick,4,Autumn
800.0,800.0,33,Post-War Concrete,0,Winter
26.0,26.0,83,Edwardian Stone,8,Spring
1376.0,1376.0,5,Victorian Brick,0,Spring
1278.0,1278.0,107,Modern Timber Frame,2,Spring
1278.0,1278.0,7,Post-War Concrete,4,Autumn
1843.0,1843.0,11,Modern Timber Frame,6,Winter
29.0,29.0,38,Victorian Brick,1,Autumn
586.0,586.0,36,Modern Timber Frame,6,Autumn
1263.0,1263.0,8,Post-War Concrete,4,Winter
1599.0,1599.0,10,Post-War Concrete,0,Autumn
2627.0,2627.0,104,Post-War Concrete,4,Summer
2604.0,2604.0,107,Edwardian Stone,6,Summer
2529.0,2529.0,57,Victorian Brick,6,Autumn
840.0,840.0,57,Edwardian Stone,7,Summer
420.0,420.0,50,Modern Timber Frame,9,Autumn
2529.0,2529.0,102,Post-War Concrete,1,Autumn
2411.0,2411.0,30,Post-War Concrete,1,Autumn
1107.0,1107.0,100,Edwardian Stone,1,Winter
857.0,857.0,91,Edwardian Stone,1,Spring
331.0,331.0,47,Modern Timber Frame,2,Spring
404.0,404.0,50,Edwardian Stone,8,Summer
2165.0,2165.0,88,Edwardian Stone,0,Spring
2429.0,2429.0,27,Victorian Brick,7,Summer
1365.0,1365.0,109,Victorian Brick,9,Winter
1790.0,1790.0,113,Post-War Concrete,1,Summer
705.0,705.0,48,Modern Timber Frame,7,Autumn
1838.0,1838.0,44,Post-War Concrete,4,Spring
190.0,190.0,7,Post-War Concrete,2,Spring
2764.0,2764.0,85,Post-War Concrete,4,Winter
2404.0,2404.0,117,Edwardian Stone,3,Winter
2251.0,2251.0,50,Post-War Concrete,7,Summer
336.0,336.0,68,Modern Timber Frame,6,Autumn
2795.0,2795.0,48,Modern Timber Frame,6,Spring
2507.0,2507.0,30,Edwardian Stone,2,Autumn
1534.0,1534.0,33,Edwardian Stone,3,Winter
2795.0,2795.0,91,Modern Timber Frame,4,Winter
2505.0,2505.0,108,Post-War Concrete,0,Summer
63.0,63.0,100,Victorian Brick,1,Autumn
1673.0,1673.0,111,Edwardian Stone,1,Summer
2795.0,2795.0,5,Post-War Concrete,4,Summer
1544.0,1544.0,85,Victorian Brick,0,Winter
464.0,464.0,39,Modern Timber Frame,2,Winter
2384.0,2384.0,33,Modern Timber Frame,9,Summer
95.0,95.0,83,Victorian Brick,5,Summer
2578.0,2578.0,98,Edwardian Stone,4,Winter
2123.0,2123.0,114,Victorian Brick,0,Spring
2352.0,2352.0,66,Victorian Brick,0,Autumn
2780.0,2780.0,44,Victorian Brick,5,Autumn
2708.0,2708.0,16,Modern Timber Frame,3,Autumn
328.0,328.0,30,Post-War Concrete,7,Spring
2586.0,2586.0,25,Edwardian Stone,6,Winter
1477.0,1477.0,94,Victorian Brick,4,Spring
2257.0,2257.0,46,Victorian Brick,5,Summer
61.0,61.0,72,Modern Timber Frame,8,Summer
1183.0,1183.0,18,Modern Timber Frame,3,Winter
51.0,51.0,33,Modern Timber Frame,6,Spring
1711.0,1711.0,13,Modern Timber Frame,2,Spring
2789.0,2789.0,117,Post-War Concrete,5,Spring
1042.0,1042.0,112,Edwardian Stone,8,Spring
2577.0,2577.0,78,Edwardian Stone,1,Winter
947.0,947.0,104,Modern Timber Frame,5,Autumn
750.0,750.0,7,Victorian Brick,6,Spring
1518.0,1518.0,57,Post-War Concrete,2,Spring
52.0,52.0,30,Victorian Brick,9,Autumn
2458.0,2458.0,11,Edwardian Stone,7,Autumn
1518.0,1518.0,15,Edwardian Stone,4,Autumn
1717.0,1717.0,35,Post-War Concrete,6,Winter
2232.0,2232.0,54,Post-War Concrete,4,Autumn
557.0,557.0,77,Post-War Concrete,1,Summer
261.0,261.0,107,Modern Timber Frame,4,Summer
19.0,19.0,109,Modern Timber Frame,5,Spring
2695.0,2695.0,102,Edwardian Stone,2,Winter
644.0,644.0,33,Modern Timber Frame,3,Spring
1588.0,1588.0,104,Modern Timber Frame,9,Winter
805.0,805.0,101,Post-War Concrete,9,Summer
467.0,467.0,20,Victorian Brick,1,Spring
1736.0,1736.0,78,Post-War Concrete,8,Winter
1520.0,1520.0,43,Post-War Concrete,3,Spring
1201.0,1201.0,56,Victorian Brick,8,Summer
199.0,199.0,62,Edwardian Stone,8,Winter
740.0,740.0,32,Victorian Brick,2,Summer
886.0,886.0,84,Post-War Concrete,3,Summer
1769.0,1769.0,48,Edwardian Stone,7,Summer
1703.0,1703.0,88,Edwardian Stone,7,Spring
2552.0,2552.0,27,Modern Timber Frame,0,Winter
2260.0,2260.0,19,Victorian Brick,9,Winter
642.0,642.0,105,Post-War Concrete,5,Autumn
1367.0,1367.0,99,Modern Timber Frame,5,Autumn
2317.0,2317.0,99,Victorian Brick,7,Autumn
39.0,39.0,79,Victorian Brick,2,Winter
2084.0,2084.0,27,Modern Timber Frame,7,Autumn
797.0,797.0,69,Victorian Brick,1,Winter
2837.0,2837.0,11,Modern Timber Frame,3,Summer
797.0,797.0,90,Post-War Concrete,3,Spring
111.0,111.0,38,Victorian Brick,0,Summer
111.0,111.0,19,Victorian Brick,5,Spring
813.0,813.0,97,Modern Timber Frame,4,Autumn
2209.0,2209.0,81,Modern Timber Frame,3,Winter
167.0,167.0,54,Post-War Concrete,9,Winter
1551.0,1551.0,18,Victorian Brick,2,Autumn
1551.0,1551.0,14,Edwardian Stone,7,Spring
1551.0,1551.0,22,Modern Timber Frame,4,Winter
2612.0,2612.0,35,Victorian Brick,0,Spring
2082.0,2082.0,106,Modern Timber Frame,3,Winter
307.0,307.0,96,Victorian Brick,1,Spring
2341.0,2341.0,55,Victorian Brick,0,Winter
2688.0,2688.0,57,Modern Timber Frame,6,Autumn
91.0,91.0,15,Post-War Concrete,6,Winter
92.0,92.0,57,Post-War Concrete,0,Spring
1873.0,1873.0,8,Post-War Concrete,5,Spring
707.0,707.0,5,Victorian Brick,7,Spring
1956.0,1956.0,37,Post-War Concrete,8,Summer
2301.0,2301.0,65,Edwardian Stone,6,Summer
1639.0,1639.0,16,Edwardian Stone,4,Spring
1989.0,1989.0,60,Victorian Brick,4,Spring
722.0,722.0,24,Edwardian Stone,7,Summer
194.0,194.0,118,Edwardian Stone,4,Spring
341.0,341.0,65,Edwardian Stone,8,Winter
1938.0,1938.0,15,Post-War Concrete,7,Autumn
1106.0,1106.0,117,Modern Timber Frame,8,Autumn
787.0,787.0,95,Victorian Brick,6,Spring
9.0,9.0,53,Victorian Brick,0,Summer
1811.0,1811.0,62,Post-War Concrete,7,Autumn
1363.0,1363.0,9,Modern Timber Frame,6,Summer
2218.0,2218.0,95,Victorian Brick,6,Spring
1185.0,1185.0,10,Modern Timber Frame,4,Winter
1256.0,1256.0,61,Victorian Brick,4,Winter
1998.0,1998.0,79,Modern Timber Frame,1,Summer
2341.0,2341.0,101,Edwardian Stone,6,Summer
1992.0,1992.0,90,Post-War Concrete,3,Winter
48.0,48.0,28,Victorian Brick,9,Spring
64.0,64.0,23,Modern Timber Frame,4,Autumn
2607.0,2607.0,110,Modern Timber Frame,8,Winter
1515.0,1515.0,19,Edwardian Stone,3,Summer
1760.0,1760.0,8,Post-War Concrete,8,Spring
475.0,475.0,112,Victorian Brick,2,Autumn
297.0,297.0,99,Edwardian Stone,1,Winter
1053.0,1053.0,102,Post-War Concrete,2,Spring
1702.0,1702.0,12,Modern Timber Frame,2,Summer
2543.0,2543.0,109,Edwardian Stone,3,Autumn
1672.0,1672.0,56,Post-War Concrete,9,Autumn
2803.0,2803.0,24,Modern Timber Frame,4,Spring
2242.0,2242.0,12,Victorian Brick,6,Autumn
1180.0,1180.0,19,Modern Timber Frame,9,Autumn
2078.0,2078.0,36,Modern Timber Frame,0,Spring
1385.0,1385.0,68,Post-War Concrete,2,Autumn
2217.0,2217.0,12,Victorian Brick,0,Summer
209.0,209.0,13,Modern Timber Frame,3,Summer
1108.0,1108.0,48,Edwardian Stone,4,Summer
1722.0,1722.0,20,Modern Timber Frame,8,Winter
2521.0,2521.0,64,Edwardian Stone,9,Spring
16.0,16.0,41,Post-War Concrete,1,Autumn
2601.0,2601.0,98,Edwardian Stone,3,Autumn
655.0,655.0,41,Post-War Concrete,8,Autumn
2182.0,2182.0,22,Post-War Concrete,1,Summer
1902.0,1902.0,8,Victorian Brick,6,Autumn
641.0,641.0,109,Victorian Brick,1,Autumn
27.0,27.0,19,Post-War Concrete,0,Spring
1836.0,1836.0,46,Victorian Brick,3,Summer
2676.0,2676.0,10,Edwardian Stone,8,Autumn
886.0,886.0,20,Victorian Brick,5,Winter
399.0,399.0,72,Post-War Concrete,7,Summer
666.0,666.0,72,Edwardian Stone,5,Winter
23.0,23.0,75,Victorian Brick,5,Winter
1730.0,1730.0,47,Edwardian Stone,1,Winter
2489.0,2489.0,62,Victorian Brick,9,Winter
2195.0,2195.0,56,Edwardian Stone,5,Autumn
2195.0,2195.0,29,Victorian Brick,0,Summer
2819.0,2819.0,87,Victorian Brick,6,Spring
2068.0,2068.0,73,Edwardian Stone,6,Summer
1815.0,1815.0,30,Modern Timber Frame,7,Autumn
1051.0,1051.0,90,Edwardian Stone,3,Summer
1948.0,1948.0,25,Edwardian Stone,9,Spring
540.0,540.0,51,Post-War Concrete,0,Winter
2338.0,2338.0,89,Modern Timber Frame,8,Spring
1037.0,1037.0,116,Post-War Concrete,7,Summer
1255.0,1255.0,19,Post-War Concrete,7,Winter
1835.0,1835.0,100,Modern Timber Frame,6,Spring
751.0,751.0,117,Edwardian Stone,7,Spring
1239.0,1239.0,31,Post-War Concrete,9,Summer
520.0,520.0,16,Post-War Concrete,9,Summer
60.0,60.0,50,Victorian Brick,2,Summer
2548.0,2548.0,115,Victorian Brick,1,Summer
2622.0,2622.0,52,Victorian Brick,9,Autumn
710.0,710.0,20,Edwardian Stone,3,Winter
2318.0,2318.0,28,Edwardian Stone,1,Spring
2300.0,2300.0,103,Post-War Concrete,6,Winter
1415.0,1415.0,91,Victorian Brick,6,Summer
662.0,662.0,40,Edwardian Stone,6,Summer
2760.0,2760.0,14,Victorian Brick,9,Spring
2130.0,2130.0,81,Edwardian Stone,8,Spring
1378.0,1378.0,74,Edwardian Stone,0,Winter
778.0,778.0,33,Victorian Brick,3,Summer
778.0,778.0,64,Modern Timber Frame,7,Summer
1293.0,1293.0,45,Modern Timber Frame,0,Autumn
776.0,776.0,107,Victorian Brick,7,Autumn
2441.0,2441.0,14,Post-War Concrete,3,Spring
2860.0,2860.0,61,Post-War Concrete,6,Winter
154.0,154.0,94,Post-War Concrete,1,Autumn
2713.0,2713.0,118,Edwardian Stone,1,Winter
2079.0,2079.0,43,Victorian Brick,5,Spring
119.0,119.0,101,Post-War Concrete,9,Winter
2574.0,2574.0,9,Modern Timber Frame,1,Autumn
2291.0,2291.0,17,Modern Timber Frame,8,Spring
1182.0,1182.0,111,Modern Timber Frame,5,Spring
18.0,18.0,89,Post-War Concrete,1,Autumn
2233.0,2233.0,36,Edwardian Stone,3,Summer
1182.0,1182.0,80,Victorian Brick,9,Spring
460.0,460.0,89,Edwardian Stone,1,Spring
491.0,491.0,21,Modern Timber Frame,3,Summer
321.0,321.0,104,Edwardian Stone,9,Summer
1238.0,1238.0,98,Modern Timber Frame,2,Winter
2767.0,2767.0,40,Modern Timber Frame,7,Autumn
403.0,403.0,61,Victorian Brick,9,Autumn
833.0,833.0,61,Edwardian Stone,9,Winter
2597.0,2597.0,45,Post-War Concrete,3,Summer
1080.0,1080.0,119,Post-War Concrete,8,Winter
1334.0,1334.0,93,Modern Timber Frame,4,Spring
2608.0,2608.0,65,Victorian Brick,3,Summer
65.0,65.0,32,Edwardian Stone,7,Spring
2180.0,2180.0,35,Victorian Brick,4,Spring
2608.0,2608.0,110,Edwardian Stone,3,Winter
1054.0,1054.0,26,Edwardian Stone,4,Summer
1987.0,1987.0,100,Post-War Concrete,0,Autumn
662.0,662.0,45,Victorian Brick,9,Autumn
2344.0,2344.0,41,Edwardian Stone,7,Summer
1864.0,1864.0,102,Modern Timber Frame,5,Summer
505.0,505.0,106,Modern Timber Frame,6,Summer
1960.0,1960.0,44,Modern Timber Frame,4,Winter
217.0,217.0,79,Modern Timber Frame,7,Spring
1182.0,1182.0,67,Post-War Concrete,0,Autumn
2072.0,2072.0,73,Victorian Brick,7,Spring
83.0,83.0,45,Post-War Concrete,6,Spring
542.0,542.0,93,Post-War Concrete,2,Summer
262.0,262.0,24,Victorian Brick,1,Winter
76.0,76.0,38,Victorian Brick,9,Winter
1401.0,1401.0,11,Victorian Brick,9,Spring
2231.0,2231.0,49,Edwardian Stone,1,Autumn
1333.0,1333.0,50,Edwardian Stone,8,Summer
1553.0,1553.0,81,Edwardian Stone,9,Summer
11.0,11.0,50,Victorian Brick,1,Autumn
1850.0,1850.0,99,Post-War Concrete,2,Autumn
465.0,465.0,116,Victorian Brick,0,Winter
989.0,989.0,17,Edwardian Stone,4,Summer
1244.0,1244.0,57,Post-War Concrete,4,Winter
1226.0,1226.0,64,Post-War Concrete,0,Summer
749.0,749.0,92,Modern Timber Frame,8,Summer
2228.0,2228.0,94,Edwardian Stone,6,Autumn
2645.0,2645.0,10,Victorian Brick,4,Autumn
2645.0,2645.0,94,Post-War Concrete,7,Winter
102.0,102.0,37,Victorian Brick,5,Autumn
2644.0,2644.0,22,Post-War Concrete,1,Summer
11.0,11.0,109,Modern Timber Frame,5,Spring
807.0,807.0,109,Post-War Concrete,6,Autumn
2645.0,2645.0,91,Post-War Concrete,6,Summer
12.0,12.0,65,Post-War Concrete,9,Autumn
2212.0,2212.0,77,Post-War Concrete,1,Winter
2644.0,2644.0,53,Modern Timber Frame,9,Autumn
246.0,246.0,77,Post-War Concrete,3,Autumn
2468.0,2468.0,28,Edwardian Stone,2,Winter
103.0,103.0,53,Modern Timber Frame,6,Spring
2567.0,2567.0,110,Victorian Brick,6,Spring
2293.0,2293.0,94,Edwardian Stone,9,Spring
1729.0,1729.0,113,Modern Timber Frame,4,Autumn
1850.0,1850.0,16,Modern Timber Frame,9,Summer
76.0,76.0,94,Victorian Brick,0,Autumn
2825.0,2825.0,65,Post-War Concrete,1,Summer
1850.0,1850.0,59,Post-War Concrete,1,Winter
380.0,380.0,111,Modern Timber Frame,8,Summer
11.0,11.0,6,Edwardian Stone,7,Autumn
1850.0,1850.0,65,Edwardian Stone,2,Summer
2555.0,2555.0,74,Victorian Brick,4,Summer
1708.0,1708.0,112,Edwardian Stone,0,Summer
1846.0,1846.0,79,Edwardian Stone,1,Autumn
76.0,76.0,74,Edwardian Stone,1,Autumn
1850.0,1850.0,50,Post-War Concrete,7,Spring
2016.0,2016.0,83,Victorian Brick,1,Autumn
439.0,439.0,97,Victorian Brick,8,Autumn
1140.0,1140.0,94,Modern Timber Frame,5,Summer
6.0,6.0,97,Post-War Concrete,2,Spring
361.0,361.0,86,Edwardian Stone,1,Winter
1819.0,1819.0,77,Post-War Concrete,6,Summer
2796.0,2796.0,105,Post-War Concrete,6,Autumn
328.0,328.0,14,Edwardian Stone,8,Summer
11.0,11.0,30,Edwardian Stone,5,Summer
76.0,76.0,44,Modern Timber Frame,0,Autumn
1753.0,1753.0,84,Modern Timber Frame,7,Spring
32.0,32.0,37,Modern Timber Frame,3,Summer
2474.0,2474.0,80,Victorian Brick,4,Autumn
1248.0,1248.0,62,Modern Timber Frame,0,Winter
76.0,76.0,96,Modern Timber Frame,7,Autumn
1737.0,1737.0,74,Post-War Concrete,5,Winter
1505.0,1505.0,70,Modern Timber Frame,5,Autumn
2796.0,2796.0,78,Victorian Brick,5,Spring
2796.0,2796.0,116,Edwardian Stone,8,Winter
54.0,54.0,47,Modern Timber Frame,2,Winter
2668.0,2668.0,67,Post-War Concrete,0,Winter
1850.0,1850.0,105,Edwardian Stone,6,Winter
1737.0,1737.0,49,Edwardian Stone,7,Summer
979.0,979.0,8,Victorian Brick,4,Spring
1850.0,1850.0,91,Modern Timber Frame,6,Spring
979.0,979.0,48,Modern Timber Frame,8,Autumn
916.0,916.0,63,Victorian Brick,0,Spring
1521.0,1521.0,113,Victorian Brick,0,Autumn
984.0,984.0,74,Post-War Concrete,9,Winter
979.0,979.0,46,Modern Timber Frame,3,Winter
516.0,516.0,117,Victorian Brick,8,Autumn
1533.0,1533.0,53,Modern Timber Frame,8,Summer
2214.0,2214.0,39,Victorian Brick,7,Spring
1237.0,1237.0,79,Post-War Concrete,7,Spring
1036.0,1036.0,61,Post-War Concrete,8,Summer
2641.0,2641.0,110,Edwardian Stone,4,Winter
1370.0,1370.0,39,Modern Timber Frame,0,Autumn
1370.0,1370.0,17,Victorian Brick,1,Spring
1414.0,1414.0,115,Post-War Concrete,4,Winter
2702.0,2702.0,113,Modern Timber Frame,3,Autumn
2598.0,2598.0,59,Modern Timber Frame,8,Summer
303.0,303.0,45,Modern Timber Frame,1,Winter
1861.0,1861.0,33,Edwardian Stone,7,Spring
2200.0,2200.0,101,Victorian Brick,7,Spring
2642.0,2642.0,109,Edwardian Stone,8,Spring
2642.0,2642.0,84,Post-War Concrete,2,Winter
220.0,220.0,117,Post-War Concrete,9,Spring
1742.0,1742.0,27,Edwardian Stone,7,Winter
1526.0,1526.0,88,Modern Timber Frame,5,Summer
1941.0,1941.0,59,Edwardian Stone,5,Spring
2519.0,2519.0,62,Victorian Brick,7,Winter
1289.0,1289.0,80,Victorian Brick,7,Spring
2075.0,2075.0,89,Victorian Brick,0,Summer
411.0,411.0,31,Edwardian Stone,3,Autumn
415.0,415.0,29,Post-War Concrete,7,Winter
281.0,281.0,90,Modern Timber Frame,0,Spring
992.0,992.0,10,Modern Timber Frame,3,Autumn
43.0,43.0,22,Modern Timber Frame,8,Summer
2223.0,2223.0,110,Modern Timber Frame,9,Spring
657.0,657.0,80,Victorian Brick,6,Autumn
2453.0,2453.0,59,Modern Timber Frame,3,Summer
17.0,17.0,17,Edwardian Stone,6,Spring
193.0,193.0,16,Victorian Brick,6,Autumn
1785.0,1785.0,116,Edwardian Stone,9,Winter
1024.0,1024.0,8,Edwardian Stone,0,Winter
1867.0,1867.0,53,Modern Timber Frame,2,Summer
2080.0,2080.0,23,Edwardian Stone,8,Summer
533.0,533.0,6,Edwardian Stone,9,Autumn
17.0,17.0,12,Post-War Concrete,8,Autumn
1197.0,1197.0,84,Modern Timber Frame,6,Autumn
2802.0,2802.0,62,Victorian Brick,2,Winter
397.0,397.0,6,Edwardian Stone,8,Summer
1402.0,1402.0,119,Post-War Concrete,3,Summer
1504.0,1504.0,7,Post-War Concrete,3,Summer
2501.0,2501.0,78,Modern Timber Frame,2,Autumn
2185.0,2185.0,60,Post-War Concrete,8,Spring
2216.0,2216.0,87,Modern Timber Frame,8,Winter
211.0,211.0,107,Victorian Brick,9,Spring
335.0,335.0,95,Modern Timber Frame,9,Summer
1516.0,1516.0,116,Victorian Brick,8,Spring
1803.0,1803.0,57,Victorian Brick,2,Spring
1901.0,1901.0,115,Post-War Concrete,4,Spring
1768.0,1768.0,88,Edwardian Stone,9,Winter
2126.0,2126.0,77,Victorian Brick,3,Autumn
1942.0,1942.0,32,Victorian Brick,8,Winter
2069.0,2069.0,86,Post-War Concrete,7,Winter
2800.0,2800.0,115,Victorian Brick,5,Autumn
1055.0,1055.0,65,Modern Timber Frame,3,Autumn
1676.0,1676.0,109,Victorian Brick,9,Spring
2525.0,2525.0,84,Edwardian Stone,1,Autumn
207.0,207.0,45,Modern Timber Frame,5,Winter
2714.0,2714.0,29,Edwardian Stone,6,Autumn
396.0,396.0,111,Edwardian Stone,1,Autumn
84.0,84.0,81,Modern Timber Frame,3,Summer
823.0,823.0,75,Edwardian Stone,6,Winter
2709.0,2709.0,117,Edwardian Stone,4,Spring
2665.0,2665.0,101,Post-War Concrete,6,Spring
1523.0,1523.0,82,Edwardian Stone,1,Spring
1665.0,1665.0,34,Edwardian Stone,6,Summer
2797.0,2797.0,104,Modern Timber Frame,9,Spring
1939.0,1939.0,96,Edwardian Stone,8,Summer
651.0,651.0,96,Post-War Concrete,1,Autumn
1670.0,1670.0,88,Post-War Concrete,5,Summer
2227.0,2227.0,115,Modern Timber Frame,8,Autumn
1952.0,1952.0,101,Edwardian Stone,2,Winter
1411.0,1411.0,16,Victorian Brick,7,Spring
2329.0,2329.0,38,Post-War Concrete,3,Spring
216.0,216.0,77,Post-War Concrete,2,Summer
2674.0,2674.0,38,Victorian Brick,0,Summer
2683.0,2683.0,77,Post-War Concrete,5,Spring
456.0,456.0,5,Edwardian Stone,9,Summer
1142.0,1142.0,76,Modern Timber Frame,7,Spring
2675.0,2675.0,99,Edwardian Stone,1,Summer
1630.0,1630.0,119,Post-War Concrete,3,Winter
2596.0,2596.0,116,Victorian Brick,6,Summer
2596.0,2596.0,17,Edwardian Stone,3,Spring
549.0,549.0,73,Edwardian Stone,0,Spring
2407.0,2407.0,113,Post-War Concrete,9,Winter
545.0,545.0,108,Edwardian Stone,0,Autumn
1934.0,1934.0,67,Victorian Brick,2,Summer
2798.0,2798.0,18,Victorian Brick,4,Autumn
978.0,978.0,97,Modern Timber Frame,1,Spring
2797.0,2797.0,103,Modern Timber Frame,0,Autumn
1502.0,1502.0,61,Modern Timber Frame,8,Autumn
2554.0,2554.0,50,Modern Timber Frame,5,Autumn
766.0,766.0,95,Modern Timber Frame,0,Spring
1514.0,1514.0,65,Post-War Concrete,9,Autumn
1897.0,1897.0,18,Victorian Brick,4,Summer
2334.0,2334.0,80,Modern Timber Frame,7,Summer
1386.0,1386.0,34,Victorian Brick,8,Spring
332.0,332.0,55,Victorian Brick,0,Winter
1859.0,1859.0,84,Edwardian Stone,7,Summer
1860.0,1860.0,104,Post-War Concrete,4,Summer
2556.0,2556.0,70,Post-War Concrete,7,Spring
1118.0,1118.0,53,Edwardian Stone,0,Winter
777.0,777.0,61,Victorian Brick,7,Spring
2408.0,2408.0,33,Modern Timber Frame,1,Winter
795.0,795.0,72,Post-War Concrete,3,Spring
819.0,819.0,85,Edwardian Stone,9,Spring
1181.0,1181.0,42,Modern Timber Frame,8,Winter
1686.0,1686.0,77,Post-War Concrete,0,Spring
1758.0,1758.0,35,Edwardian Stone,0,Summer
1662.0,1662.0,102,Modern Timber Frame,6,Autumn
2572.0,2572.0,26,Modern Timber Frame,0,Winter
347.0,347.0,85,Modern Timber Frame,8,Winter
664.0,664.0,30,Victorian Brick,5,Spring
664.0,664.0,71,Edwardian Stone,6,Winter
664.0,664.0,93,Edwardian Stone,2,Autumn
1184.0,1184.0,77,Victorian Brick,8,Summer
821.0,821.0,106,Victorian Brick,8,Autumn
178.0,178.0,63,Post-War Concrete,7,Summer
320.0,320.0,5,Modern Timber Frame,2,Winter
1961.0,1961.0,19,Victorian Brick,9,Autumn
1362.0,1362.0,7,Modern Timber Frame,9,Spring
2328.0,2328.0,19,Edwardian Stone,2,Summer
1091.0,1091.0,115,Post-War Concrete,5,Summer
1770.0,1770.0,81,Victorian Brick,9,Autumn
225.0,225.0,96,Modern Timber Frame,6,Winter
1092.0,1092.0,69,Post-War Concrete,7,Winter
1517.0,1517.0,49,Victorian Brick,9,Autumn
177.0,177.0,34,Modern Timber Frame,8,Spring
1121.0,1121.0,41,Edwardian Stone,6,Spring
2826.0,2826.0,64,Post-War Concrete,2,Winter
2434.0,2434.0,30,Post-War Concrete,9,Autumn
2259.0,2259.0,79,Victorian Brick,1,Summer
155.0,155.0,40,Post-War Concrete,2,Summer
1276.0,1276.0,41,Modern Timber Frame,0,Autumn
176.0,176.0,41,Edwardian Stone,6,Spring
327.0,327.0,88,Victorian Brick,2,Spring
176.0,176.0,57,Post-War Concrete,5,Winter
1197.0,1197.0,38,Victorian Brick,9,Autumn
1640.0,1640.0,41,Post-War Concrete,5,Winter
799.0,799.0,30,Modern Timber Frame,0,Spring
466.0,466.0,57,Victorian Brick,1,Summer
1031.0,1031.0,76,Modern Timber Frame,7,Autumn
