property_id,season,avg_temp_c,rainfall_mm,maintenance_risk_score
1842.0,Summer,20,4.4,9
1842.0,Autumn,10,3.1,8
1842.0,Winter,19,1.7,9
1842.0,Spring,19,1.3,9
1842.0,Summer,12,2.0,3
1842.0,Autumn,12,4.6,6
1842.0,Winter,18,2.8,3
1842.0,Spring,7,4.7,6
1842.0,Summer,17,3.5,9
1842.0,Autumn,7,3.8,6
2801.0,Winter,4,3.7,4
2801.0,Spring,12,1.0,9
2801.0,Summer,20,3.7,6
2801.0,Autumn,9,4.0,3
1851.0,Winter,18,2.0,3
1851.0,Spring,11,2.9,3
1851.0,Summer,21,1.9,5
1851.0,Autumn,7,4.5,2
1399.0,Winter,18,1.9,9
1399.0,Spring,6,3.0,8
1399.0,Summer,21,2.1,9
1399.0,Autumn,8,2.0,9
2655.0,Winter,10,2.2,4
2655.0,Spring,15,0.9,6
2655.0,Summer,18,4.6,7
2655.0,Autumn,14,4.3,2
566.0,Winter,16,1.5,3
566.0,Spring,15,5.0,7
566.0,Summer,17,1.5,1
566.0,Autumn,4,2.1,5
363.0,Winter,13,3.0,6
363.0,Spring,21,1.7,8
363.0,Summer,9,5.0,9
363.0,Autumn,5,1.6,7
2811.0,Winter,6,3.3,5
2811.0,Spring,15,1.8,5
2811.0,Summer,9,4.8,5
2811.0,Autumn,5,1.0,7
1546.0,Winter,4,3.3,7
1546.0,Spring,6,4.6,3
1546.0,Summer,18,3.8,4
1546.0,Autumn,17,4.0,2
282.0,Winter,2,2.8,5
282.0,Spring,7,0.6,1
282.0,Summer,10,3.7,1
282.0,Autumn,20,3.1,6
295.0,Winter,7,3.7,3
295.0,Spring,2,0.7,3
295.0,Summer,16,0.6,7
295.0,Autumn,17,4.2,5
1390.0,Winter,7,1.0,4
1390.0,Spring,8,4.6,2
1390.0,Summer,11,3.5,9
1390.0,Autumn,7,4.5,2
2452.0,Winter,10,0.5,2
2452.0,Spring,19,1.9,6
2452.0,Summer,13,2.8,2
2452.0,Autumn,3,1.4,7
315.0,Winter,18,4.6,3
315.0,Spring,7,3.0,8
315.0,Summer,8,3.6,1
315.0,Autumn,16,0.7,4
674.0,Winter,11,2.8,7
674.0,Spring,11,4.2,9
674.0,Summer,14,3.8,1
674.0,Autumn,18,4.5,3
2791.0,Winter,8,2.5,2
2791.0,Spring,19,3.6,2
2791.0,Summer,10,2.3,8
2791.0,Autumn,21,4.8,3
2213.0,Winter,8,2.6,6
2213.0,Spring,12,3.2,6
2213.0,Summer,19,4.0,5
2213.0,Autumn,2,2.0,2
14.0,Winter,7,3.2,5
14.0,Spring,16,0.6,7
14.0,Summer,18,1.8,5
14.0,Autumn,3,1.6,7
825.0,Winter,18,0.9,4
825.0,Spring,21,4.9,7
825.0,Summer,10,0.6,4
825.0,Autumn,15,3.9,7
285.0,Winter,13,1.4,2
285.0,Spring,10,4.7,3
285.0,Summer,10,3.4,4
285.0,Autumn,9,4.1,3
310.0,Winter,14,3.5,2
310.0,Spring,2,0.6,7
310.0,Summer,11,2.1,1
310.0,Autumn,12,4.4,7
767.0,Winter,10,1.5,3
767.0,Spring,2,4.8,6
767.0,Summer,3,3.0,3
767.0,Autumn,5,1.5,8
333.0,Winter,17,3.7,2
333.0,Spring,6,1.6,8
333.0,Summer,8,0.8,2
333.0,Autumn,9,4.9,5
342.0,Winter,15,2.1,9
342.0,Spring,10,2.4,8
342.0,Summer,15,1.9,1
342.0,Autumn,11,4.4,9
2832.0,Winter,2,1.2,5
2832.0,Spring,10,1.0,2
2832.0,Summer,16,3.8,2
2832.0,Autumn,5,3.1,6
1554.0,Winter,5,3.8,8
1554.0,Spring,7,2.3,2
1554.0,Summer,12,1.0,1
1554.0,Autumn,17,0.7,3
2121.0,Winter,13,2.2,7
2121.0,Spring,8,1.0,2
2121.0,Summer,9,0.9,2
2121.0,Autumn,4,0.5,6
1189.0,Winter,21,1.0,5
1189.0,Spring,19,0.9,6
1189.0,Summer,19,4.1,7
1189.0,Autumn,12,2.2,8
2125.0,Winter,13,4.3,2
2125.0,Spring,3,4.0,6
2125.0,Summer,2,3.1,3
2125.0,Autumn,16,4.9,7
784.0,Winter,13,4.1,5
784.0,Spring,11,2.4,1
784.0,Summer,9,3.4,7
784.0,Autumn,11,4.0,1
437.0,Winter,9,3.3,5
437.0,Spring,6,1.6,1
437.0,Summer,3,1.0,2
437.0,Autumn,16,3.5,5
1726.0,Winter,4,3.7,3
1726.0,Spring,17,4.2,2
1726.0,Summer,5,5.0,9
1726.0,Autumn,14,1.9,4
2499.0,Winter,7,3.9,4
2499.0,Spring,18,4.3,1
2499.0,Summer,14,3.3,2
2499.0,Autumn,4,2.3,3
487.0,Winter,11,2.1,5
487.0,Spring,11,3.0,9
487.0,Summer,13,2.1,9
487.0,Autumn,12,3.0,8
1937.0,Winter,16,0.8,4
1937.0,Spring,15,2.5,9
1937.0,Summer,18,4.1,5
1937.0,Autumn,7,1.1,7
1854.0,Winter,4,1.1,9
1854.0,Spring,11,2.5,6
1854.0,Summer,9,2.0,4
1854.0,Autumn,10,3.9,1
1089.0,Winter,3,3.7,9
1089.0,Spring,2,3.6,9
1089.0,Summer,5,2.7,5
1089.0,Autumn,15,3.5,7
509.0,Winter,2,4.4,1
509.0,Spring,10,1.0,6
509.0,Summer,9,4.8,4
509.0,Autumn,14,3.0,3
2664.0,Winter,14,0.6,2
2664.0,Spring,13,2.9,3
2664.0,Summer,14,4.6,2
2664.0,Autumn,17,1.2,4
721.0,Winter,19,1.6,9
721.0,Spring,10,2.9,5
721.0,Summer,2,1.9,6
721.0,Autumn,7,2.8,8
1519.0,Winter,18,3.8,5
1519.0,Spring,4,0.5,4
1519.0,Summer,2,4.5,8
1519.0,Autumn,16,1.7,1
234.0,Winter,2,3.2,8
234.0,Spring,11,4.9,3
234.0,Summer,2,4.3,6
234.0,Autumn,19,1.3,8
856.0,Winter,12,1.6,3
856.0,Spring,16,4.9,3
856.0,Summer,12,1.7,5
856.0,Autumn,14,1.7,3
1403.0,Winter,16,3.8,1
1403.0,Spring,5,2.3,8
1403.0,Summer,12,1.6,8
1403.0,Autumn,21,3.7,7
779.0,Winter,17,0.9,5
779.0,Spring,21,0.8,9
779.0,Summer,6,3.5,3
779.0,Autumn,3,2.7,1
1951.0,Winter,11,0.7,3
1951.0,Spring,8,3.4,7
1951.0,Summer,21,1.5,8
1951.0,Autumn,2,5.0,4
1513.0,Winter,13,1.2,1
1513.0,Spring,15,4.2,3
1513.0,Summer,19,4.3,1
1513.0,Autumn,12,4.8,1
2099.0,Winter,11,4.2,9
2099.0,Spring,20,1.9,1
2099.0,Summer,4,2.3,5
2099.0,Autumn,14,2.8,7
2023.0,Winter,3,3.7,9
2023.0,Spring,4,1.8,6
2023.0,Summer,2,2.1,1
2023.0,Autumn,11,5.0,2
2573.0,Winter,10,4.0,8
2573.0,Spring,18,3.2,8
2573.0,Summer,17,3.4,8
2573.0,Autumn,13,4.2,9
410.0,Winter,10,0.7,5
410.0,Spring,5,4.6,9
410.0,Summer,7,3.8,3
410.0,Autumn,8,1.9,2
2256.0,Winter,13,3.4,1
2256.0,Spring,6,2.8,5
2256.0,Summer,4,2.5,7
2256.0,Autumn,8,3.6,3
1668.0,Winter,2,2.2,9
1668.0,Spring,7,4.4,9
1668.0,Summer,20,1.3,8
1668.0,Autumn,12,4.4,8
161.0,Winter,21,4.3,8
161.0,Spring,20,1.4,2
161.0,Summer,16,4.1,2
161.0,Autumn,9,2.1,9
316.0,Winter,5,1.1,8
316.0,Spring,2,3.0,4
316.0,Summer,8,2.4,6
316.0,Autumn,5,3.8,1
329.0,Winter,14,1.6,9
329.0,Spring,20,0.9,7
329.0,Summer,2,2.3,5
329.0,Autumn,14,2.3,1
1413.0,Winter,10,0.6,5
1413.0,Spring,17,1.1,9
1413.0,Summer,10,1.6,2
1413.0,Autumn,7,2.9,2
663.0,Winter,16,1.6,4
663.0,Spring,5,4.6,6
663.0,Summer,17,3.2,1
663.0,Autumn,8,4.6,3
966.0,Winter,12,0.9,2
966.0,Spring,15,4.1,3
966.0,Summer,8,3.0,9
966.0,Autumn,14,0.7,6
136.0,Winter,4,2.4,9
136.0,Spring,11,1.5,5
136.0,Summer,18,4.9,3
136.0,Autumn,11,4.2,3
2094.0,Winter,16,1.5,3
2094.0,Spring,13,3.7,8
2094.0,Summer,21,2.2,8
2094.0,Autumn,10,3.2,2
172.0,Winter,3,0.8,7
172.0,Spring,13,4.0,5
172.0,Summer,14,3.8,5
172.0,Autumn,19,3.9,2
801.0,Winter,19,2.1,8
801.0,Spring,20,4.3,8
801.0,Summer,19,4.1,1
801.0,Autumn,18,2.0,4
518.0,Winter,4,2.0,7
518.0,Spring,21,0.6,9
518.0,Summer,15,3.3,2
518.0,Autumn,12,0.9,5
2763.0,Winter,21,2.9,2
2763.0,Spring,17,4.3,3
2763.0,Summer,5,0.6,9
2763.0,Autumn,5,1.1,1
2083.0,Winter,10,3.2,4
2083.0,Spring,4,4.7,8
2083.0,Summer,11,3.2,9
2083.0,Autumn,12,3.6,7
1508.0,Winter,3,1.5,3
1508.0,Spring,18,3.2,1
1508.0,Summer,20,3.3,5
1508.0,Autumn,8,4.1,2
2486.0,Winter,7,4.0,9
2486.0,Spring,4,2.6,1
2486.0,Summer,5,3.4,8
2486.0,Autumn,19,5.0,1
2048.0,Winter,12,2.8,6
2048.0,Spring,11,4.8,6
2048.0,Summer,9,2.0,3
2048.0,Autumn,4,0.8,2
1608.0,Winter,18,1.1,8
1608.0,Spring,2,1.4,9
1608.0,Summer,6,2.1,3
1608.0,Autumn,6,1.4,3
1824.0,Winter,7,1.0,7
1824.0,Spring,21,1.6,5
1824.0,Summer,17,4.1,6
1824.0,Autumn,3,0.7,4
597.0,Winter,2,1.6,1
597.0,Spring,12,1.0,8
597.0,Summer,19,4.5,2
597.0,Autumn,3,4.4,1
1946.0,Winter,15,2.5,6
1946.0,Spring,13,2.4,6
1946.0,Summer,21,3.3,6
1946.0,Autumn,19,1.2,8
200.0,Winter,8,2.2,2
200.0,Spring,16,1.5,2
200.0,Summer,10,4.9,5
200.0,Autumn,13,1.6,1
715.0,Winter,21,4.8,8
715.0,Spring,15,4.8,7
715.0,Summer,7,3.7,5
715.0,Autumn,6,4.7,6
31.0,Winter,17,4.7,1
31.0,Spring,4,4.0,2
31.0,Summer,4,2.8,7
31.0,Autumn,20,4.9,1
353.0,Winter,18,0.6,5
353.0,Spring,6,0.6,4
353.0,Summer,9,2.7,2
353.0,Autumn,3,3.3,9
654.0,Winter,20,4.3,9
654.0,Spring,17,1.6,2
654.0,Summer,4,3.3,9
654.0,Autumn,20,4.6,2
10.0,Winter,21,2.9,1
10.0,Spring,8,2.9,4
10.0,Summer,7,1.4,9
10.0,Autumn,14,1.5,1
1075.0,Winter,8,1.9,6
1075.0,Spring,10,4.4,6
1075.0,Summer,7,1.9,6
1075.0,Autumn,8,2.9,3
71.0,Winter,6,3.8,4
71.0,Spring,6,4.1,5
71.0,Summer,2,0.6,9
71.0,Autumn,19,4.9,2
366.0,Winter,21,3.5,1
366.0,Spring,9,4.4,5
366.0,Summer,18,2.3,3
366.0,Autumn,3,2.6,3
2051.0,Winter,8,1.9,1
2051.0,Spring,3,1.1,7
2051.0,Summer,12,1.7,3
2051.0,Autumn,7,4.8,4
2711.0,Winter,17,2.1,6
2711.0,Spring,5,2.7,5
2711.0,Summer,9,1.5,5
2711.0,Autumn,11,1.6,7
1741.0,Winter,19,0.8,2
1741.0,Spring,10,1.6,2
1741.0,Summer,18,1.8,6
1741.0,Autumn,21,0.6,2
2436.0,Winter,2,1.1,8
2436.0,Spring,6,1.3,3
2436.0,Summer,9,4.4,8
2436.0,Autumn,14,0.9,1
1837.0,Winter,18,4.7,3
1837.0,Spring,21,2.5,9
1837.0,Summer,11,4.7,7
1837.0,Autumn,18,2.2,5
660.0,Winter,17,3.5,2
660.0,Spring,2,0.9,4
660.0,Summer,6,1.2,7
660.0,Autumn,12,2.2,3
1584.0,Winter,12,4.0,6
1584.0,Spring,7,3.1,4
1584.0,Summer,13,4.6,5
1584.0,Autumn,9,2.7,1
1668.0,Winter,8,3.8,5
1668.0,Spring,11,1.8,6
1668.0,Summer,3,3.7,6
1668.0,Autumn,11,4.6,1
80.0,Winter,14,2.3,5
80.0,Spring,4,4.0,9
80.0,Summer,11,1.7,3
80.0,Autumn,20,4.4,6
2350.0,Winter,3,4.9,6
2350.0,Spring,7,2.9,5
2350.0,Summer,13,3.7,9
2350.0,Autumn,2,2.8,6
2258.0,Winter,8,3.5,6
2258.0,Spring,6,1.5,8
2258.0,Summer,21,3.1,7
2258.0,Autumn,9,3.5,4
1497.0,Winter,8,1.1,2
1497.0,Spring,17,0.6,8
1497.0,Summer,14,2.3,1
1497.0,Autumn,18,0.9,1
1124.0,Winter,7,3.4,9
1124.0,Spring,4,4.3,4
1124.0,Summer,21,4.4,5
1124.0,Autumn,4,2.7,4
2659.0,Winter,11,1.5,2
2659.0,Spring,10,2.0,5
2659.0,Summer,19,1.1,1
2659.0,Autumn,2,1.7,9
34.0,Winter,14,4.9,1
34.0,Spring,10,3.9,7
34.0,Summer,5,1.8,2
34.0,Autumn,10,4.6,8
35.0,Winter,13,4.6,8
35.0,Spring,21,4.6,2
35.0,Summer,17,2.9,9
35.0,Autumn,7,3.8,3
1589.0,Winter,7,5.0,6
1589.0,Spring,2,1.8,5
1589.0,Summer,13,4.6,1
1589.0,Autumn,3,2.8,5
1832.0,Winter,5,2.5,1
1832.0,Spring,12,2.8,6
1832.0,Summer,5,2.7,9
1832.0,Autumn,18,1.7,1
86.0,Winter,12,3.2,6
86.0,Spring,9,5.0,6
86.0,Summer,18,4.9,2
86.0,Autumn,16,2.1,7
2687.0,Winter,11,4.7,5
2687.0,Spring,6,4.3,9
2687.0,Summer,3,1.5,9
2687.0,Autumn,11,2.0,4
232.0,Winter,14,3.2,8
232.0,Spring,3,4.0,4
232.0,Summer,5,1.7,9
232.0,Autumn,9,4.2,3
319.0,Winter,6,3.5,9
319.0,Spring,3,2.8,2
319.0,Summer,12,2.2,3
319.0,Autumn,11,2.8,8
2385.0,Winter,10,2.2,2
2385.0,Spring,21,3.0,4
2385.0,Summer,20,2.8,6
2385.0,Autumn,2,3.2,5
2469.0,Winter,12,4.8,5
2469.0,Spring,3,4.6,3
2469.0,Summer,10,3.6,3
2469.0,Autumn,4,2.2,3
1981.0,Winter,11,1.5,9
1981.0,Spring,13,1.3,6
1981.0,Summer,15,1.8,4
1981.0,Autumn,14,1.3,1
2351.0,Winter,20,1.0,3
2351.0,Spring,17,2.7,9
2351.0,Summer,6,3.0,2
2351.0,Autumn,2,2.1,8
645.0,Winter,21,4.6,1
645.0,Spring,15,1.2,7
645.0,Summer,15,3.6,3
645.0,Autumn,7,2.4,5
2858.0,Winter,11,3.3,6
2858.0,Spring,8,4.6,4
2858.0,Summer,4,3.0,4
2858.0,Autumn,16,0.8,9
1225.0,Winter,20,1.5,8
1225.0,Spring,6,1.4,1
1225.0,Summer,13,2.0,3
1225.0,Autumn,21,3.7,4
1022.0,Winter,18,3.3,7
1022.0,Spring,12,1.9,9
1022.0,Summer,8,4.6,5
1022.0,Autumn,17,1.0,9
1652.0,Winter,12,4.4,6
1652.0,Spring,14,2.0,5
1652.0,Summer,7,1.2,7
1652.0,Autumn,14,0.6,9
1812.0,Winter,17,1.4,4
1812.0,Spring,13,3.7,9
1812.0,Summer,21,1.6,1
1812.0,Autumn,5,1.8,6
2492.0,Winter,11,2.5,8
2492.0,Spring,12,0.7,7
2492.0,Summer,9,3.2,2
2492.0,Autumn,10,2.3,8
1668.0,Winter,17,2.8,3
1668.0,Spring,9,2.9,2
1668.0,Summer,12,0.7,2
1668.0,Autumn,4,1.7,6
1668.0,Winter,4,4.4,3
1668.0,Spring,20,4.5,7
1668.0,Summer,18,2.7,3
1668.0,Autumn,18,3.2,2
1718.0,Winter,16,1.7,3
1718.0,Spring,16,2.5,3
1718.0,Summer,7,1.7,1
1718.0,Autumn,4,2.3,1
2154.0,Winter,17,0.7,7
2154.0,Spring,13,0.8,7
2154.0,Summer,2,0.5,9
2154.0,Autumn,21,2.0,7
2154.0,Winter,3,1.5,2
2154.0,Spring,16,2.2,2
2154.0,Summer,5,1.9,8
2154.0,Autumn,12,2.6,9
2517.0,Winter,15,2.1,1
2517.0,Spring,3,2.1,9
2517.0,Summer,9,4.6,6
2517.0,Autumn,12,1.7,2
1962.0,Winter,6,3.6,2
1962.0,Spring,14,3.0,3
1962.0,Summer,2,2.5,6
1962.0,Autumn,15,4.8,8
785.0,Winter,15,2.8,6
785.0,Spring,18,0.6,2
785.0,Summer,15,2.7,6
785.0,Autumn,6,1.8,8
2014.0,Winter,19,2.6,5
2014.0,Spring,8,4.1,8
2014.0,Summer,21,1.8,4
2014.0,Autumn,6,1.3,7
2131.0,Winter,18,4.1,9
2131.0,Spring,15,4.8,3
2131.0,Summer,5,1.7,8
2131.0,Autumn,7,2.9,4
891.0,Winter,5,2.2,9
891.0,Spring,13,2.6,3
891.0,Summer,16,2.4,8
891.0,Autumn,18,3.5,4
517.0,Winter,8,2.5,7
517.0,Spring,10,1.1,5
517.0,Summer,4,3.2,8
517.0,Autumn,10,3.9,3
1610.0,Winter,21,3.6,9
1610.0,Spring,2,0.8,9
1610.0,Summer,16,4.1,4
1610.0,Autumn,9,3.9,2
937.0,Winter,6,3.0,9
937.0,Spring,9,1.4,7
937.0,Summer,17,3.8,8
937.0,Autumn,7,2.8,4
1801.0,Winter,16,2.0,8
1801.0,Spring,13,0.5,1
1801.0,Summer,18,0.7,9
1801.0,Autumn,8,4.0,6
296.0,Winter,19,2.3,2
296.0,Spring,20,4.0,7
296.0,Summer,9,3.4,5
296.0,Autumn,21,4.7,5
567.0,Winter,20,1.2,2
567.0,Spring,15,1.3,3
567.0,Summer,8,3.1,4
567.0,Autumn,5,2.8,3
5.0,Winter,17,4.6,5
5.0,Spring,6,1.9,3
5.0,Summer,19,4.7,4
5.0,Autumn,8,4.8,8
2353.0,Winter,16,1.6,6
2353.0,Spring,9,1.7,7
2353.0,Summer,5,4.4,1
2353.0,Autumn,5,1.0,4
981.0,Winter,5,1.0,8
981.0,Spring,21,4.3,7
981.0,Summer,6,3.9,8
981.0,Autumn,4,0.5,6
1179.0,Winter,20,3.7,5
1179.0,Spring,4,5.0,2
1179.0,Summer,18,2.3,2
1179.0,Autumn,2,2.9,4
1253.0,Winter,17,1.8,6
1253.0,Spring,8,1.2,4
1253.0,Summer,15,4.1,6
1253.0,Autumn,20,1.0,2
2503.0,Winter,7,1.5,2
2503.0,Spring,13,4.4,5
2503.0,Summer,21,2.1,8
2503.0,Autumn,17,3.8,5
2473.0,Winter,20,3.4,4
2473.0,Spring,5,4.8,6
2473.0,Summer,18,0.6,9
2473.0,Autumn,19,1.6,3
375.0,Winter,16,4.9,3
375.0,Spring,19,2.9,6
375.0,Summer,8,3.0,1
375.0,Autumn,18,1.9,5
2230.0,Winter,18,3.3,8
2230.0,Spring,19,0.6,8
2230.0,Summer,21,3.2,4
2230.0,Autumn,15,2.1,3
1224.0,Winter,8,1.3,9
1224.0,Spring,8,1.8,8
1224.0,Summer,8,2.4,2
1224.0,Autumn,4,1.2,4
362.0,Winter,7,2.0,3
362.0,Spring,16,2.2,8
362.0,Summer,7,1.5,9
362.0,Autumn,21,2.8,4
1731.0,Winter,7,1.6,8
1731.0,Spring,8,4.2,1
1731.0,Summer,3,0.6,2
1731.0,Autumn,12,2.3,8
1685.0,Winter,11,3.2,4
1685.0,Spring,9,1.7,2
1685.0,Summer,3,4.9,5
1685.0,Autumn,14,2.1,7
2569.0,Winter,9,3.5,3
2569.0,Spring,6,2.7,6
2569.0,Summer,7,1.1,7
2569.0,Autumn,18,4.4,7
2010.0,Winter,3,4.6,3
2010.0,Spring,15,1.0,7
2010.0,Summer,11,3.9,8
2010.0,Autumn,13,2.7,2
2009.0,Winter,21,3.3,4
2009.0,Spring,12,2.1,1
2009.0,Summer,12,0.7,3
2009.0,Autumn,2,2.5,4
2007.0,Winter,4,2.0,9
2007.0,Spring,4,3.7,1
2007.0,Summer,13,2.4,2
2007.0,Autumn,21,2.1,4
1969.0,Winter,5,1.4,5
1969.0,Spring,16,3.6,4
1969.0,Summer,7,4.7,3
1969.0,Autumn,6,3.7,1
2008.0,Winter,20,4.0,8
2008.0,Spring,11,1.0,6
2008.0,Summer,18,4.2,6
2008.0,Autumn,18,4.6,3
2011.0,Winter,3,4.8,3
2011.0,Spring,8,3.2,7
2011.0,Summer,3,1.9,8
2011.0,Autumn,17,2.6,9
2012.0,Winter,21,3.5,4
2012.0,Spring,18,2.0,7
2012.0,Summer,9,4.8,2
2012.0,Autumn,2,1.6,8
2006.0,Winter,2,2.4,6
2006.0,Spring,4,3.9,6
2006.0,Summer,20,3.0,7
2006.0,Autumn,5,1.9,8
2650.0,Winter,12,0.9,3
2650.0,Spring,12,3.6,9
2650.0,Summer,10,1.6,5
2650.0,Autumn,19,2.8,2
116.0,Winter,10,0.5,1
116.0,Spring,17,2.5,5
116.0,Summer,19,2.3,7
116.0,Autumn,7,4.8,6
768.0,Winter,13,1.9,7
768.0,Spring,20,3.7,1
768.0,Summer,5,2.0,6
768.0,Autumn,12,3.4,2
1009.0,Winter,12,3.6,6
1009.0,Spring,2,2.7,3
1009.0,Summer,15,2.1,8
1009.0,Autumn,17,2.6,6
1273.0,Winter,21,4.4,7
1273.0,Spring,18,3.0,1
1273.0,Summer,14,0.8,3
1273.0,Autumn,2,1.3,8
143.0,Winter,10,2.3,3
143.0,Spring,2,1.5,2
143.0,Summer,13,4.1,7
143.0,Autumn,18,0.7,3
829.0,Winter,15,1.2,2
829.0,Spring,6,1.0,6
829.0,Summer,4,4.7,3
829.0,Autumn,3,1.0,9
2159.0,Winter,8,0.7,7
2159.0,Spring,14,1.1,8
2159.0,Summer,15,1.1,2
2159.0,Autumn,3,2.4,9
1739.0,Winter,15,1.2,6
1739.0,Spring,13,3.9,2
1739.0,Summer,12,1.5,8
1739.0,Autumn,6,4.9,1
2689.0,Winter,14,4.5,7
2689.0,Spring,5,0.7,7
2689.0,Summer,14,1.5,2
2689.0,Autumn,4,4.8,9
2157.0,Winter,16,2.1,4
2157.0,Spring,7,2.2,9
2157.0,Summer,14,2.2,8
2157.0,Autumn,8,2.9,9
2392.0,Winter,13,3.7,8
2392.0,Spring,18,2.8,2
2392.0,Summer,7,2.3,6
2392.0,Autumn,7,2.3,9
1337.0,Winter,19,1.5,4
1337.0,Spring,21,2.1,7
1337.0,Summer,9,2.9,9
1337.0,Autumn,20,0.6,5
1809.0,Winter,5,3.4,3
1809.0,Spring,10,2.2,9
1809.0,Summer,12,2.6,2
1809.0,Autumn,4,4.0,7
2471.0,Winter,7,3.1,3
2471.0,Spring,15,0.9,9
2471.0,Summer,18,2.6,6
2471.0,Autumn,15,1.3,1
2017.0,Winter,15,4.8,9
2017.0,Spring,15,2.7,7
2017.0,Summer,11,4.4,8
2017.0,Autumn,11,0.8,2
2281.0,Winter,9,4.1,6
2281.0,Spring,9,2.4,3
2281.0,Summer,12,2.8,7
2281.0,Autumn,14,2.5,4
445.0,Winter,13,2.8,3
445.0,Spring,9,4.1,8
445.0,Summer,10,4.7,8
445.0,Autumn,2,1.1,8
1775.0,Winter,14,3.3,3
1775.0,Spring,12,3.8,6
1775.0,Summer,10,4.5,3
1775.0,Autumn,12,4.7,5
1412.0,Winter,16,2.2,4
1412.0,Spring,19,2.4,1
1412.0,Summer,3,2.7,9
1412.0,Autumn,2,1.2,6
2493.0,Winter,18,4.4,8
2493.0,Spring,12,2.0,9
2493.0,Summer,13,3.4,4
2493.0,Autumn,19,1.8,7
2610.0,Winter,17,2.4,1
2610.0,Spring,16,3.5,3
2610.0,Summer,12,3.7,8
2610.0,Autumn,13,3.8,6
1488.0,Winter,12,4.8,6
1488.0,Spring,3,0.8,8
1488.0,Summer,20,1.3,7
1488.0,Autumn,8,2.7,4
535.0,Winter,8,0.9,7
535.0,Spring,9,1.8,8
535.0,Summer,21,2.7,2
535.0,Autumn,21,3.8,6
2110.0,Winter,2,4.2,1
2110.0,Spring,20,4.1,2
2110.0,Summer,21,2.6,9
2110.0,Autumn,18,4.8,2
1949.0,Winter,11,4.1,4
1949.0,Spring,17,4.3,7
1949.0,Summer,2,3.7,2
1949.0,Autumn,10,1.1,4
1966.0,Winter,18,3.1,8
1966.0,Spring,12,2.6,8
1966.0,Summer,15,2.8,9
1966.0,Autumn,13,4.8,9
1892.0,Winter,10,4.1,2
1892.0,Spring,11,2.5,5
1892.0,Summer,16,0.6,9
1892.0,Autumn,17,3.2,2
1925.0,Winter,8,1.9,6
1925.0,Spring,4,2.9,6
1925.0,Summer,10,1.6,7
1925.0,Autumn,19,2.8,1
1475.0,Winter,16,2.8,9
1475.0,Spring,5,3.7,2
1475.0,Summer,21,0.7,7
1475.0,Autumn,12,2.5,9
2851.0,Winter,16,1.2,1
2851.0,Spring,2,0.8,7
2851.0,Summer,5,4.2,5
2851.0,Autumn,12,1.4,7
1387.0,Winter,19,3.9,1
1387.0,Spring,4,2.5,9
1387.0,Summer,10,4.1,3
1387.0,Autumn,4,2.4,4
1618.0,Winter,18,1.2,1
1618.0,Spring,19,4.3,8
1618.0,Summer,14,2.8,3
1618.0,Autumn,9,3.4,8
304.0,Winter,4,4.9,6
304.0,Spring,10,3.1,5
304.0,Summer,10,2.9,5
304.0,Autumn,11,3.1,5
2762.0,Winter,18,1.5,4
2762.0,Spring,13,0.9,5
2762.0,Summer,5,2.4,9
2762.0,Autumn,18,1.3,9
1193.0,Winter,13,3.2,2
1193.0,Spring,18,3.1,6
1193.0,Summer,20,4.8,4
1193.0,Autumn,7,1.6,2
2081.0,Winter,13,3.9,2
2081.0,Spring,4,3.6,7
2081.0,Summer,12,1.4,8
2081.0,Autumn,12,4.9,6
352.0,Winter,18,3.5,7
352.0,Spring,2,2.8,9
352.0,Summer,14,2.1,9
352.0,Autumn,2,2.9,5
708.0,Winter,17,2.2,9
708.0,Spring,20,3.7,3
708.0,Summer,14,3.4,7
708.0,Autumn,16,2.1,3
1527.0,Winter,12,0.9,1
1527.0,Spring,9,4.4,7
1527.0,Summer,12,1.4,5
1527.0,Autumn,11,1.5,6
444.0,Winter,16,0.6,5
444.0,Spring,9,2.7,6
444.0,Summer,3,3.5,9
444.0,Autumn,10,3.6,1
2198.0,Winter,9,4.4,2
2198.0,Spring,4,2.0,6
2198.0,Summer,11,2.1,5
2198.0,Autumn,2,1.3,9
1352.0,Winter,10,0.7,7
1352.0,Spring,7,3.3,6
1352.0,Summer,2,3.0,5
1352.0,Autumn,13,2.4,6
1810.0,Winter,19,1.6,2
1810.0,Spring,19,4.3,2
1810.0,Summer,2,2.6,2
1810.0,Autumn,21,1.5,8
440.0,Winter,12,4.9,2
440.0,Spring,21,0.6,3
440.0,Summer,18,2.6,3
440.0,Autumn,2,4.0,4
210.0,Winter,12,4.8,4
210.0,Spring,18,1.5,8
210.0,Summer,20,2.0,8
210.0,Autumn,8,2.7,6
2284.0,Winter,3,4.6,3
2284.0,Spring,2,3.4,9
2284.0,Summer,2,0.8,9
2284.0,Autumn,3,4.4,4
2772.0,Winter,20,4.4,8
2772.0,Spring,12,0.9,6
2772.0,Summer,18,4.2,7
2772.0,Autumn,7,2.9,8
1131.0,Winter,2,4.6,4
1131.0,Spring,3,4.0,2
1131.0,Summer,13,2.2,6
1131.0,Autumn,6,0.9,9
419.0,Winter,5,2.2,5
419.0,Spring,21,3.9,5
419.0,Summer,20,1.3,5
419.0,Autumn,6,2.4,7
1117.0,Winter,21,5.0,2
1117.0,Spring,19,2.5,2
1117.0,Summer,7,4.3,5
1117.0,Autumn,21,2.7,8
